,cum_power,Elec_kW,Gas_mxm
2017-06-28,22341.0,-7.0,0.0
2017-06-29,22354.0,0.0,0.0
2017-06-30,22369.0,-2.0,0.0
2017-07-01,22384.0,0.0,0.0
2017-07-02,22389.0,7.0,3.0
2017-07-03,22410.0,-5.0,2.0
2017-07-04,22435.0,-10.0,2.0
2017-07-05,22459.0,-11.0,1.0
2017-07-06,22485.0,-17.0,1.0
2017-07-07,22501.0,-3.0,0.0
2017-07-08,22526.0,-14.0,0.0
2017-07-09,22550.0,-12.0,1.0
2017-07-10,22572.0,-10.0,1.0
2017-07-11,22586.0,-4.0,1.0
2017-07-12,22598.0,0.0,1.0
2017-07-13,22616.0,-6.0,0.0
2017-07-14,22640.0,-9.0,1.0
2017-07-15,22654.0,-1.0,1.0
2017-07-16,22666.0,0.0,1.0
2017-07-17,22680.0,-8.0,1.0
2017-07-18,22700.0,-8.0,2.0
2017-07-19,22727.0,-8.0,1.0
2017-07-20,22745.0,-5.0,1.0
2017-07-21,22764.0,-3.0,0.0
2017-07-22,22789.0,-11.0,1.0
2017-07-23,22801.0,-2.0,1.0
2017-07-24,22817.0,-4.0,1.0
2017-07-25,22836.0,-6.0,1.0
2017-07-26,22850.0,-6.0,3.0
2017-07-27,22869.0,-3.0,1.0
2017-07-28,22890.0,-8.0,1.0
2017-07-29,22900.0,5.0,1.0
2017-07-30,22910.0,6.0,1.0
2017-07-31,22931.0,-16.0,0.0
2017-08-01,22954.0,-6.0,0.0
2017-08-02,22971.0,-7.0,0.0
2017-08-03,22980.0,4.0,0.0
2017-08-04,23004.0,-8.0,0.0
2017-08-05,23021.0,-3.0,0.0
2017-08-06,23035.0,1.0,0.0
2017-08-07,23055.0,-7.0,1.0
2017-08-08,23080.0,-13.0,1.0
2017-08-09,23083.0,12.0,2.0
2017-08-10,23103.0,-5.0,2.0
2017-08-11,23108.0,9.0,2.0
2017-08-12,23125.0,-2.0,2.0
2017-08-13,23134.0,8.0,2.0
2017-08-14,23148.0,-4.0,1.0
2017-08-15,23169.0,-6.0,1.0
2017-08-16,23181.0,-1.0,1.0
2017-08-17,23198.0,-6.0,1.0
2017-08-18,23205.0,5.0,1.0
2017-08-19,23218.0,3.0,2.0
2017-08-20,23231.0,0.0,3.0
2017-08-21,23245.0,1.0,3.0
2017-08-22,23255.0,3.0,2.0
2017-08-23,23274.0,-5.0,1.0
2017-08-24,23288.0,-2.0,1.0
2017-08-25,23305.0,-7.0,1.0
2017-08-26,23320.0,-2.0,1.0
2017-08-27,23335.0,-4.0,1.0
2017-08-28,23353.0,-4.0,1.0
2017-08-29,23372.0,-7.0,0.0
2017-08-30,23391.0,-7.0,0.0
2017-08-31,23398.0,6.0,0.0
2017-09-01,23411.0,0.0,0.0
2017-09-02,23422.0,3.0,3.0
2017-09-03,23438.0,-4.0,4.0
2017-09-04,23452.0,-3.0,3.0
2017-09-05,23459.0,8.0,3.0
2017-09-06,23466.0,4.0,2.0
2017-09-07,23474.0,9.0,3.0
2017-09-08,23485.0,4.0,3.0
2017-09-09,23488.0,11.0,4.0
2017-09-10,23501.0,1.0,4.0
2017-09-11,23512.0,3.0,6.0
2017-09-12,23522.0,2.0,5.0
2017-09-13,23541.0,-3.0,6.0
2017-09-14,23557.0,-4.0,5.0
2017-09-15,23562.0,13.0,7.0
2017-09-16,23577.0,1.0,7.0
2017-09-17,23585.0,9.0,9.0
2017-09-18,23597.0,4.0,7.0
2017-09-19,23606.0,4.0,7.0
2017-09-20,23617.0,4.0,7.0
2017-09-21,23631.0,-1.0,5.0
2017-09-22,23646.0,-7.0,5.0
2017-09-23,23657.0,3.0,6.0
2017-09-24,23674.0,-3.0,7.0
2017-09-25,23691.0,-2.0,5.0
2017-09-26,23705.0,1.0,6.0
2017-09-27,23720.0,1.0,5.0
2017-09-28,23728.0,8.0,5.0
2017-09-29,23735.0,7.0,3.0
2017-09-30,23744.0,5.0,3.0
2017-10-01,23751.0,9.0,4.0
2017-10-02,23756.0,12.0,6.0
2017-10-03,23765.0,3.0,5.0
2017-10-04,23780.0,1.0,6.0
2017-10-05,23787.0,7.0,7.0
2017-10-06,23797.0,2.0,7.0
2017-10-07,23808.0,5.0,8.0
2017-10-08,23810.0,13.0,9.0
2017-10-09,23815.0,11.0,8.0
2017-10-10,23820.0,9.0,7.0
2017-10-11,23825.0,12.0,6.0
2017-10-12,23829.0,10.0,6.0
2017-10-13,23841.0,3.0,6.0
2017-10-14,23847.0,7.0,5.0
2017-10-15,23856.0,8.0,5.0
2017-10-16,23866.0,5.0,2.0
2017-10-17,23875.0,5.0,3.0
2017-10-18,23881.0,8.0,4.0
2017-10-19,23887.0,6.0,2.0
2017-10-20,23894.0,7.0,8.0
2017-10-21,23898.0,7.0,3.0
2017-10-22,23906.0,9.0,10.0
2017-10-23,23909.0,12.0,10.0
2017-10-24,23914.0,7.0,8.0
2017-10-25,23915.0,15.0,6.0
2017-10-26,23917.0,12.0,6.0
2017-10-27,23920.0,13.0,5.0
2017-10-28,23928.0,5.0,8.0
2017-10-29,23931.0,10.0,9.0
2017-10-30,23937.0,11.0,9.0
2017-10-31,23943.0,11.0,10.0
2017-11-01,23946.0,12.0,10.0
2017-11-02,23951.0,14.0,11.0
2017-11-03,23957.0,10.0,9.0
2017-11-04,23963.0,8.0,9.0
2017-11-05,23964.0,13.0,11.0
2017-11-06,23970.0,14.0,11.0
2017-11-07,23976.0,8.0,12.0
2017-11-08,23982.0,7.0,14.0
2017-11-09,23983.0,15.0,14.0
2017-11-10,23988.0,12.0,12.0
2017-11-11,23990.0,12.0,12.0
2017-11-12,23992.0,16.0,13.0
2017-11-13,23995.0,11.0,15.0
2017-11-14,24001.0,9.0,13.0
2017-11-15,24003.0,5.0,13.0
2017-11-16,24004.0,13.0,13.0
2017-11-17,24006.0,13.0,12.0
2017-11-18,24008.0,11.0,12.0
2017-11-19,24010.0,12.0,15.0
2017-11-20,24014.0,12.0,13.0
2017-11-21,24014.0,12.0,15.0
2017-11-22,24015.0,15.0,12.0
2017-11-23,24015.0,8.0,10.0
2017-11-24,24023.0,12.0,11.0
2017-11-25,24026.0,13.0,12.0
2017-11-26,24029.0,13.0,14.0
2017-11-27,24036.0,9.0,17.0
2017-11-28,24036.0,14.0,14.0
2017-11-29,24038.0,14.0,17.0
2017-11-30,24040.0,15.0,17.0
2017-12-01,24041.0,15.0,17.0
2017-12-02,24042.0,14.0,18.0
2017-12-03,24043.0,12.0,20.0
2017-12-04,24044.0,18.0,18.0
2017-12-05,24046.0,13.0,16.0
2017-12-06,24047.0,14.0,16.0
2017-12-07,24048.0,15.0,15.0
2017-12-08,24048.0,13.0,16.0
2017-12-09,24051.0,16.0,18.0
2017-12-10,24053.0,15.0,20.0
2017-12-11,24053.0,16.0,19.0
2017-12-12,24053.0,15.0,20.0
2017-12-13,24054.0,16.0,21.0
2017-12-14,24054.0,18.0,18.0
2017-12-15,24057.0,15.0,20.0
2017-12-16,24058.0,14.0,18.0
2017-12-17,24060.0,14.0,19.0
2017-12-18,24062.0,11.0,16.0
2017-12-19,24064.0,18.0,16.0
2017-12-20,24065.0,15.0,16.0
2017-12-21,24066.0,12.0,13.0
2017-12-22,24066.0,17.0,13.0
2017-12-23,24067.0,15.0,12.0
2017-12-24,24067.0,15.0,12.0
2017-12-25,24068.0,18.0,13.0
2017-12-26,24069.0,14.0,15.0
2017-12-27,24070.0,14.0,16.0
2017-12-28,24072.0,13.0,17.0
2017-12-29,24075.0,11.0,18.0
2017-12-30,24075.0,17.0,20.0
2017-12-31,24076.0,15.0,14.0
2018-01-01,24077.0,15.0,12.0
2018-01-02,24078.0,13.0,15.0
2018-01-03,24080.0,14.0,16.0
2018-01-04,24081.0,15.0,14.0
2018-01-05,24081.0,18.0,15.0
2018-01-06,24083.0,10.0,14.0
2018-01-07,24084.0,13.0,15.0
2018-01-08,24088.0,12.0,18.0
2018-01-09,24089.0,14.0,18.0
2018-01-10,24090.0,19.0,16.0
2018-01-11,24091.0,16.0,16.0
2018-01-12,24093.0,13.0,12.0
2018-01-13,24094.0,17.0,14.0
2018-01-14,24096.0,15.0,15.0
2018-01-15,24098.0,16.0,16.0
2018-01-16,24099.0,16.0,18.0
2018-01-17,24103.0,12.0,17.0
2018-01-18,24104.0,16.0,19.0
2018-01-19,24107.0,14.0,16.0
2018-01-20,24112.0,15.0,18.0
2018-01-21,24112.0,17.0,17.0
2018-01-22,24115.0,15.0,17.0
2018-01-23,24119.0,14.0,15.0
2018-01-24,24121.0,15.0,14.0
2018-01-25,24124.0,14.0,12.0
2018-01-26,24126.0,19.0,13.0
2018-01-27,24128.0,13.0,13.0
2018-01-28,24130.0,14.0,14.0
2018-01-29,24132.0,15.0,14.0
2018-01-30,24134.0,13.0,13.0
2018-01-31,24140.0,13.0,15.0
2018-02-01,24141.0,15.0,15.0
2018-02-02,24145.0,14.0,17.0
2018-02-03,24149.0,14.0,18.0
2018-02-04,24150.0,18.0,17.0
2018-02-05,24155.0,14.0,18.0
2018-02-06,24163.0,8.0,21.0
2018-02-07,24170.0,11.0,20.0
2018-02-08,24178.0,7.0,22.0
2018-02-09,24186.0,12.0,19.0
2018-02-10,24189.0,11.0,20.0
2018-02-11,24199.0,12.0,19.0
2018-02-12,24203.0,14.0,18.0
2018-02-13,24209.0,11.0,18.0
2018-02-14,24218.0,9.0,19.0
2018-02-15,24225.0,10.0,19.0
2018-02-16,24229.0,14.0,16.0
2018-02-17,24236.0,13.0,17.0
2018-02-18,24247.0,2.0,18.0
2018-02-19,24255.0,10.0,18.0
2018-02-20,24259.0,13.0,18.0
2018-02-21,24263.0,17.0,17.0
2018-02-22,24274.0,5.0,19.0
2018-02-23,24285.0,7.0,19.0
2018-02-24,24297.0,6.0,21.0
2018-02-25,24306.0,5.0,22.0
2018-02-26,24318.0,8.0,21.0
2018-02-27,24326.0,9.0,24.0
2018-02-28,24334.0,8.0,24.0
2018-03-01,24347.0,6.0,26.0
2018-03-02,24358.0,4.0,23.0
2018-03-03,24360.0,16.0,26.0
2018-03-04,24370.0,8.0,21.0
2018-03-05,24374.0,13.0,17.0
2018-03-06,24380.0,6.0,14.0
2018-03-07,24389.0,11.0,15.0
2018-03-08,24393.0,12.0,15.0
2018-03-09,24402.0,10.0,17.0
2018-03-10,24408.0,9.0,14.0
2018-03-11,24412.0,13.0,11.0
2018-03-12,24421.0,7.0,10.0
2018-03-13,24428.0,8.0,12.0
2018-03-14,24430.0,11.0,14.0
2018-03-15,24442.0,6.0,14.0
2018-03-16,24445.0,15.0,13.0
2018-03-17,24449.0,12.0,15.0
2018-03-18,24451.0,17.0,22.0
2018-03-19,24461.0,6.0,21.0
2018-03-20,24480.0,-3.0,20.0
2018-03-21,24502.0,0.0,19.0
2018-03-22,24512.0,6.0,13.0
2018-03-23,24523.0,6.0,14.0
2018-03-24,24534.0,6.0,14.0
2018-03-25,24544.0,6.0,15.0
2018-03-26,24557.0,7.0,16.0
2018-03-27,24572.0,3.0,13.0
2018-03-28,24576.0,14.0,13.0
2018-03-29,24579.0,16.0,15.0
2018-03-30,24596.0,2.0,14.0
2018-03-31,24604.0,9.0,12.0
2018-04-01,24614.0,7.0,12.0
2018-04-02,24621.0,7.0,14.0
2018-04-03,24630.0,4.0,12.0
2018-04-04,24641.0,6.0,10.0
2018-04-05,24652.0,4.0,10.0
2018-04-06,24664.0,5.0,13.0
2018-04-07,24683.0,-3.0,12.0
2018-04-08,24702.0,-7.0,7.0
2018-04-09,24722.0,-8.0,4.0
2018-04-10,24730.0,6.0,6.0
2018-04-11,24742.0,0.0,5.0
2018-04-12,24748.0,8.0,7.0
2018-04-13,24753.0,10.0,9.0
2018-04-14,24763.0,8.0,8.0
2018-04-15,24778.0,1.0,8.0
2018-04-16,24790.0,6.0,5.0
2018-04-17,24809.0,-3.0,7.0
2018-04-18,24834.0,-14.0,6.0
2018-04-19,24857.0,-6.0,4.0
2018-04-20,24882.0,-12.0,2.0
2018-04-21,24905.0,-7.0,1.0
2018-04-22,24928.0,-9.0,1.0
2018-04-23,24948.0,-7.0,3.0
2018-04-24,24963.0,-1.0,5.0
2018-04-25,24977.0,0.0,5.0
2018-04-26,24993.0,-1.0,6.0
2018-04-27,25017.0,-4.0,8.0
2018-04-28,25030.0,6.0,7.0
2018-04-29,25040.0,7.0,7.0
2018-04-30,25043.0,13.0,8.0
2018-05-01,25051.0,5.0,10.0
2018-05-02,25075.0,-7.0,10.0
2018-05-03,25098.0,-6.0,9.0
2018-05-04,25123.0,-11.0,6.0
2018-05-05,25151.0,-13.0,6.0
2018-05-06,25179.0,-12.0,3.0
2018-05-07,25206.0,-12.0,1.0
2018-05-08,25232.0,-8.0,2.0
2018-05-09,25259.0,-15.0,1.0
2018-05-10,25284.0,-14.0,1.0
2018-05-11,25297.0,2.0,2.0
2018-05-12,25316.0,-1.0,3.0
2018-05-13,25335.0,-4.0,3.0
2018-05-14,25337.0,6.0,5.0
2018-05-15,25362.0,-8.0,4.0
2018-05-16,25386.0,-8.0,2.0
2018-05-17,25403.0,-2.0,2.0
2018-05-18,25432.0,-16.0,4.0
2018-05-19,25462.0,-18.0,5.0
2018-05-20,25474.0,4.0,7.0
2018-05-21,25500.0,-10.0,3.0
2018-05-22,25521.0,-7.0,1.0
2018-05-23,25536.0,-2.0,1.0
2018-05-24,25556.0,-6.0,2.0
2018-05-25,25572.0,-2.0,0.0
2018-05-26,25590.0,-6.0,0.0
2018-05-27,25610.0,-10.0,0.0
2018-05-28,25631.0,-7.0,0.0
2018-05-29,25657.0,-12.0,0.0
2018-05-30,25670.0,-3.0,0.0
2018-05-31,25695.0,-11.0,0.0
2018-06-01,25716.0,-9.0,0.0
2018-06-02,25721.0,9.0,0.0
2018-06-03,25731.0,2.0,0.0
2018-06-04,25750.0,-2.0,0.0
2018-06-05,25774.0,-11.0,0.0
2018-06-06,25789.0,-2.0,0.0
2018-06-07,25815.0,-14.0,0.0
2018-06-08,25828.0,1.0,0.0
2018-06-09,25845.0,-4.0,0.0
2018-06-10,25866.0,-7.0,0.0
2018-06-11,25884.0,-12.0,0.0
2018-06-12,25903.0,-3.0,0.0
2018-06-13,25916.0,0.0,1.0
2018-06-14,25932.0,-5.0,2.0
2018-06-15,25942.0,5.0,2.0
2018-06-16,25963.0,-4.0,1.0
2018-06-17,25984.0,-11.0,1.0
2018-06-18,25993.0,5.0,2.0
2018-06-19,26006.0,1.0,1.0
2018-06-20,26013.0,8.0,2.0
2018-06-21,26044.0,-20.0,1.0
2018-06-22,26062.0,-2.0,1.0
2018-06-23,26072.0,6.0,4.0
2018-06-24,26096.0,-8.0,2.0
2018-06-25,26120.0,-11.0,1.0
2018-06-26,26147.0,-11.0,2.0
2018-06-27,26177.0,-17.0,1.0
2018-06-28,26203.0,-16.0,1.0
2018-06-29,26229.0,-14.0,1.0
2018-06-30,26258.0,-19.0,0.0
2018-07-01,26285.0,-18.0,1.0
2018-07-02,26315.0,-24.0,0.0
2018-07-03,26345.0,-19.0,0.0
2018-07-04,26365.0,-8.0,0.0
2018-07-05,26391.0,-15.0,0.0
2018-07-06,26422.0,-19.0,0.0
2018-07-07,26442.0,-9.0,0.0
2018-07-08,26464.0,-13.0,0.0
2018-07-09,26492.0,-16.0,0.0
2018-07-10,26506.0,-3.0,0.0
2018-07-11,26511.0,10.0,0.0
2018-07-12,26525.0,-4.0,0.0
2018-07-13,26555.0,-23.0,0.0
2018-07-14,26580.0,-13.0,0.0
2018-07-15,26608.0,-13.0,0.0
2018-07-16,26634.0,-15.0,0.0
2018-07-17,26651.0,-5.0,0.0
2018-07-18,26675.0,-11.0,0.0
2018-07-19,26695.0,-9.0,0.0
2018-07-20,26715.0,-10.0,0.0
2018-07-21,26727.0,-1.0,0.0
2018-07-22,26753.0,-18.0,0.0
2018-07-23,26775.0,-10.0,0.0
2018-07-24,26796.0,-14.0,0.0
2018-07-25,26816.0,-11.0,0.0
2018-07-26,26841.0,-16.0,0.0
2018-07-27,26861.0,-10.0,0.0
2018-07-28,26879.0,-9.0,0.0
2018-07-29,26906.0,-17.0,0.0
2018-07-30,26920.0,-4.0,0.0
2018-07-31,26940.0,-8.0,0.0
2018-08-01,26963.0,-13.0,0.0
2018-08-02,26988.0,-16.0,0.0
2018-08-03,27014.0,-15.0,0.0
2018-08-04,27038.0,-16.0,0.0
2018-08-05,27060.0,-13.0,0.0
2018-08-06,27087.0,-13.0,0.0
2018-08-07,27112.0,-15.0,0.0
2018-08-08,27130.0,-9.0,0.0
2018-08-09,27148.0,-7.0,0.0
2018-08-10,27155.0,4.0,0.0
2018-08-11,27172.0,-4.0,0.0
2018-08-12,27194.0,-7.0,0.0
2018-08-13,27212.0,-4.0,0.0
2018-08-14,27226.0,-1.0,0.0
2018-08-15,27236.0,4.0,0.0
2018-08-16,27246.0,2.0,0.0
2018-08-17,27269.0,-10.0,0.0
2018-08-18,27292.0,-12.0,0.0
2018-08-19,27301.0,5.0,1.0
2018-08-20,27322.0,-6.0,1.0
2018-08-21,27329.0,3.0,1.0
2018-08-22,27345.0,-4.0,1.0
2018-08-23,27368.0,-13.0,0.0
2018-08-24,27379.0,4.0,1.0
2018-08-25,27393.0,-1.0,1.0
2018-08-26,27412.0,-6.0,2.0
2018-08-27,27420.0,6.0,3.0
2018-08-28,27429.0,7.0,3.0
2018-08-29,27445.0,-2.0,1.0
2018-08-30,27450.0,9.0,3.0
2018-08-31,27470.0,-5.0,3.0
2018-09-01,27480.0,-5.0,3.0
2018-09-02,27505.0,-5.0,3.0
2018-09-03,27526.0,-8.0,2.0
2018-09-04,27531.0,11.0,2.0
2018-09-05,27543.0,3.0,0.0
2018-09-06,27556.0,-1.0,1.0
2018-09-07,27570.0,1.0,1.0
2018-09-08,27591.0,-10.0,2.0
2018-09-09,27601.0,5.0,3.0
2018-09-10,27621.0,-4.0,2.0
2018-09-11,27632.0,2.0,1.0
2018-09-12,27653.0,-8.0,1.0
2018-09-13,27663.0,3.0,1.0
2018-09-14,27672.0,4.0,4.0
2018-09-15,27681.0,7.0,4.0
2018-09-16,27691.0,4.0,4.0
2018-09-17,27705.0,-1.0,3.0
2018-09-18,27723.0,-4.0,3.0
2018-09-19,27741.0,-4.0,1.0
2018-09-20,27754.0,-4.0,1.0
2018-09-21,27771.0,-1.0,1.0
2018-09-22,27788.0,0.0,2.0
2018-09-23,27793.0,10.0,4.0
2018-09-24,27797.0,12.0,7.0
2018-09-25,27812.0,3.0,8.0
2018-09-26,27826.0,-2.0,8.0
2018-09-27,27843.0,-2.0,7.0
2018-09-28,27859.0,-5.0,7.0
2018-09-29,27871.0,5.0,6.0
2018-09-30,27886.0,1.0,7.0
2018-10-01,27895.0,3.0,8.0
2018-10-02,27905.0,7.0,8.0
2018-10-03,27911.0,12.0,9.0
2018-10-04,27926.0,-2.0,6.0
2018-10-05,27938.0,8.0,5.0
2018-10-06,27951.0,-1.0,6.0
2018-10-07,27963.0,3.0,4.0
2018-10-08,27975.0,3.0,6.0
2018-10-09,27986.0,3.0,7.0
2018-10-10,27998.0,2.0,7.0
2018-10-11,28010.0,6.0,6.0
2018-10-12,28021.0,4.0,3.0
2018-10-13,28030.0,6.0,2.0
2018-10-14,28040.0,5.0,2.0
2018-10-15,28049.0,-1.0,2.0
2018-10-16,28060.0,3.0,3.0
2018-10-17,28071.0,6.0,3.0
2018-10-18,28077.0,8.0,5.0
2018-10-19,28081.0,10.0,5.0
2018-10-20,28086.0,10.0,5.0
2018-10-21,28095.0,8.0,8.0
2018-10-22,28101.0,9.0,7.0
2018-10-23,28109.0,9.0,7.0
2018-10-24,28115.0,9.0,8.0
2018-10-25,28117.0,9.0,6.0
2018-10-26,28120.0,12.0,7.0
2018-10-27,28122.0,16.0,9.0
2018-10-28,28130.0,7.0,11.0
2018-10-29,28137.0,10.0,13.0
2018-10-30,28139.0,15.0,14.0
2018-10-31,28140.0,14.0,15.0
2018-11-01,28146.0,11.0,12.0
2018-11-02,28148.0,17.0,10.0
2018-11-03,28157.0,7.0,12.0
2018-11-04,28164.0,9.0,12.0
2018-11-05,28171.0,12.0,13.0
2018-11-06,28176.0,12.0,11.0
2018-11-07,28181.0,10.0,9.0
2018-11-08,28183.0,12.0,9.0
2018-11-09,28191.0,8.0,10.0
2018-11-10,28196.0,13.0,10.0
2018-11-11,28197.0,14.0,10.0
2018-11-12,28199.0,16.0,9.0
2018-11-13,28201.0,15.0,10.0
2018-11-14,28207.0,12.0,10.0
2018-11-15,28212.0,12.0,10.0
2018-11-16,28218.0,10.0,11.0
2018-11-17,28219.0,13.0,12.0
2018-11-18,28225.0,15.0,15.0
2018-11-19,28232.0,11.0,15.0
2018-11-20,28234.0,14.0,16.0
2018-11-21,28235.0,19.0,17.0
2018-11-22,28239.0,14.0,14.0
2018-11-23,28244.0,13.0,15.0
2018-11-24,28249.0,13.0,15.0
2018-11-25,28251.0,12.0,15.0
2018-11-26,28251.0,20.0,15.0
2018-11-27,28252.0,14.0,14.0
2018-11-28,28255.0,18.0,15.0
2018-11-29,28256.0,17.0,13.0
2018-11-30,28258.0,12.0,11.0
2018-12-01,28262.0,17.0,11.0
2018-12-02,28263.0,17.0,12.0
2018-12-03,28265.0,13.0,8.0
2018-12-04,28266.0,10.0,11.0
2018-12-05,28268.0,14.0,12.0
2018-12-06,28269.0,16.0,12.0
2018-12-07,28269.0,14.0,10.0
2018-12-08,28270.0,16.0,12.0
2018-12-09,28271.0,15.0,13.0
2018-12-10,28273.0,18.0,13.0
2018-12-11,28276.0,12.0,14.0
2018-12-12,28279.0,16.0,15.0
2018-12-13,28284.0,7.0,16.0
2018-12-14,28288.0,15.0,19.0
2018-12-15,28289.0,14.0,19.0
2018-12-16,28292.0,15.0,17.0
2018-12-17,28292.0,19.0,18.0
2018-12-18,28297.0,14.0,16.0
2018-12-19,28299.0,14.0,13.0
2018-12-20,28301.0,17.0,13.0
2018-12-21,28302.0,13.0,13.0
2018-12-22,28303.0,17.0,13.0
2018-12-23,28306.0,12.0,12.0
2018-12-24,28306.0,17.0,12.0
2018-12-25,28309.0,16.0,10.0
2018-12-26,28313.0,16.0,15.0
2018-12-27,28317.0,13.0,19.0
2018-12-28,28319.0,14.0,16.0
2018-12-29,28320.0,14.0,18.0
2018-12-30,28321.0,18.0,15.0
2018-12-31,28322.0,16.0,13.0
2019-01-01,28323.0,19.0,12.0
2019-01-02,28324.0,16.0,13.0
2019-01-03,28325.0,16.0,15.0
2019-01-04,28328.0,14.0,13.0
2019-01-05,28329.0,21.0,17.0
2019-01-06,28329.0,17.0,15.0
2019-01-07,28329.0,18.0,14.0
2019-01-08,28330.0,16.0,14.0
2019-01-09,28331.0,15.0,16.0
2019-01-10,28335.0,17.0,16.0
2019-01-11,28337.0,20.0,17.0
2019-01-12,28339.0,19.0,15.0
2019-01-13,28339.0,16.0,13.0
2019-01-14,28341.0,12.0,13.0
2019-01-15,28343.0,17.0,14.0
2019-01-16,28345.0,18.0,15.0
2019-01-17,28346.0,14.0,16.0
2019-01-18,28348.0,18.0,17.0
2019-01-19,28352.0,14.0,20.0
2019-01-20,28358.0,16.0,18.0
2019-01-21,28363.0,11.0,20.0
2019-01-22,28369.0,11.0,21.0
2019-01-23,28370.0,13.0,22.0
2019-01-24,28372.0,18.0,22.0
2019-01-25,28374.0,18.0,18.0
2019-01-26,28375.0,14.0,20.0
2019-01-27,28377.0,19.0,16.0
2019-01-28,28378.0,15.0,15.0
2019-01-29,28381.0,13.0,18.0
2019-01-30,28386.0,13.0,19.0
2019-01-31,28388.0,19.0,21.0
2019-02-01,28389.0,14.0,20.0
2019-02-02,28391.0,18.0,18.0
2019-02-03,28393.0,14.0,17.0
2019-02-04,28396.0,10.0,17.0
2019-02-05,28398.0,18.0,20.0
2019-02-06,28400.0,22.0,18.0
2019-02-07,28402.0,10.0,15.0
2019-02-08,28407.0,12.0,14.0
2019-02-09,28408.0,14.0,15.0
2019-02-10,28412.0,17.0,15.0
2019-02-11,28414.0,8.0,14.0
2019-02-12,28418.0,13.0,16.0
2019-02-13,28427.0,6.0,15.0
2019-02-14,28435.0,14.0,18.0
2019-02-15,28444.0,11.0,14.0
2019-02-16,28453.0,6.0,14.0
2019-02-17,28462.0,6.0,13.0
2019-02-18,28471.0,9.0,14.0
2019-02-19,28480.0,9.0,12.0
2019-02-20,28489.0,8.0,13.0
2019-02-21,28500.0,6.0,13.0
2019-02-22,28506.0,15.0,12.0
2019-02-23,28510.0,8.0,10.0
2019-02-24,28521.0,3.0,12.0
2019-02-25,28529.0,10.0,11.0
2019-02-26,28540.0,4.0,10.0
2019-02-27,28551.0,4.0,11.0
2019-02-28,28562.0,7.0,10.0
2019-03-01,28565.0,16.0,12.0
2019-03-02,28568.0,13.0,12.0
2019-03-03,28570.0,15.0,12.0
2019-03-04,28572.0,15.0,12.0
2019-03-05,28579.0,18.0,13.0
2019-03-06,28588.0,7.0,13.0
2019-03-07,28594.0,9.0,13.0
2019-03-08,28600.0,9.0,13.0
2019-03-09,28608.0,15.0,12.0
2019-03-10,28613.0,15.0,12.0
2019-03-11,28620.0,9.0,13.0
2019-03-12,28630.0,10.0,15.0
2019-03-13,28635.0,9.0,14.0
2019-03-14,28642.0,11.0,15.0
2019-03-15,28649.0,12.0,15.0
2019-03-16,28651.0,12.0,12.0
2019-03-17,28655.0,15.0,12.0
2019-03-18,28668.0,4.0,14.0
2019-03-19,28682.0,4.0,14.0
2019-03-20,28688.0,9.0,11.0
2019-03-21,28698.0,9.0,11.0
2019-03-22,28717.0,-6.0,9.0
2019-03-23,28736.0,-4.0,10.0
2019-03-24,28739.0,15.0,10.0
2019-03-25,28760.0,-11.0,10.0
2019-03-26,28770.0,9.0,12.0
2019-03-27,28782.0,6.0,11.0
2019-03-28,28789.0,6.0,11.0
2019-03-29,28796.0,8.0,9.0
2019-03-30,28817.0,-4.0,9.0
2019-03-31,28835.0,1.0,7.0
2019-04-01,28850.0,1.0,8.0
2019-04-02,28871.0,-3.0,10.0
2019-04-03,28881.0,10.0,11.0
2019-04-04,28896.0,2.0,10.0
2019-04-05,28906.0,7.0,13.0
2019-04-06,28920.0,3.0,12.0
2019-04-07,28933.0,3.0,9.0
2019-04-08,28948.0,1.0,7.0
2019-04-09,28960.0,4.0,7.0
2019-04-10,28980.0,2.0,10.0
2019-04-11,29000.0,0.0,10.0
2019-04-12,29019.0,-11.0,8.0
2019-04-13,29031.0,5.0,13.0
2019-04-14,29047.0,3.0,13.0
2019-04-15,29061.0,7.0,13.0
2019-04-16,29084.0,-7.0,10.0
2019-04-17,29098.0,0.0,8.0
2019-04-18,29108.0,8.0,6.0
2019-04-19,29132.0,-11.0,5.0
2019-04-20,29155.0,-11.0,3.0
2019-04-21,29179.0,-8.0,2.0
2019-04-22,29203.0,-17.0,1.0
2019-04-23,29223.0,0.0,1.0
2019-04-24,29240.0,-5.0,4.0
2019-04-25,29261.0,-6.0,2.0
2019-04-26,29269.0,8.0,6.0
2019-04-27,29290.0,-6.0,7.0
2019-04-28,29305.0,2.0,7.0
2019-04-29,29313.0,13.0,10.0
2019-04-30,29330.0,-1.0,8.0
2019-05-01,29340.0,4.0,7.0
2019-05-02,29362.0,-4.0,6.0
2019-05-03,29372.0,4.0,8.0
2019-05-04,29383.0,5.0,9.0
2019-05-05,29406.0,-4.0,12.0
2019-05-06,29426.0,-8.0,9.0
2019-05-07,29436.0,11.0,12.0
2019-05-08,29453.0,-2.0,9.0
2019-05-09,29462.0,6.0,9.0
2019-05-10,29475.0,4.0,8.0
2019-05-11,29489.0,3.0,8.0
2019-05-12,29513.0,-6.0,7.0
2019-05-13,29536.0,-6.0,7.0
2019-05-14,29565.0,-13.0,6.0
2019-05-15,29594.0,-11.0,6.0
2019-05-16,29624.0,-13.0,6.0
