X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Fault
127,136,503783,503796,68,13,13,7873,102,134,1354,False,True,40,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,1.8325,0.9542,1.1139,0.3077,-0.0955,0.2253,Other_Faults
1199,1207,585934,585950,90,13,16,11422,114,141,1354,False,True,40,0.2171,0.2969,0.5,0.0059,0.6154,1.0,1.0,1.9542,0.9031,1.2041,0.5,-0.0085,0.2384,Other_Faults
221,245,638591,638600,72,36,12,9217,120,140,1352,False,True,40,0.3269,0.6667,0.375,0.0178,0.6667,0.75,0.0,1.8573,1.3802,0.9542,-0.625,1.0E-4,0.3601,Other_Faults
1251,1258,660048,660060,57,12,12,6994,114,140,1352,False,True,40,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,Other_Faults
23,32,893638,893649,63,10,11,7769,111,140,1350,False,True,40,0.0341,0.3636,0.8182,0.0067,0.9,1.0,1.0,1.7993,0.9542,1.0414,0.1818,-0.0366,0.2051,Other_Faults
1327,1332,1432108,1432144,105,14,36,12615,111,135,1354,False,True,40,0.0325,0.4167,0.1389,0.0037,0.3571,1.0,1.0,2.0212,0.699,1.5563,0.8611,-0.0614,0.3068,Other_Faults
1323,1328,1484300,1484326,86,13,26,10024,108,126,1352,False,True,40,0.0355,0.3385,0.1923,0.0037,0.3846,1.0,1.0,1.9345,0.699,1.415,0.8077,-0.0894,0.2408,Other_Faults
1329,1332,1508691,1508724,74,12,33,8995,112,132,1352,False,True,40,0.0296,0.2525,0.0909,0.0022,0.25,1.0,1.0,1.8692,0.4771,1.5185,0.9091,-0.0504,0.2051,Other_Faults
381,425,2601604,2601606,82,44,4,10361,58,188,1374,False,True,40,0.5546,0.0682,0.0454,0.032,1.0,0.5,0.0,1.9138,1.6435,0.301,-0.9546,-0.0129,0.1934,Other_Faults
99,129,2634035,2634039,75,30,7,9556,104,149,1376,False,True,40,0.1439,0.375,0.1333,0.0218,1.0,0.5714,0.0,1.8751,1.4771,0.6021,-0.8667,-0.0046,0.2288,Other_Faults
1392,1415,1215744,1215749,82,23,6,10827,123,141,1630,True,False,100,0.2638,0.287,0.2174,0.0141,1.0,0.8333,0.0,1.9138,1.3617,0.699,-0.7826,0.0315,0.223,Other_Faults
1338,1350,1313692,1313714,126,32,24,16734,125,143,1630,True,False,100,0.3436,0.5227,0.5454,0.0074,0.375,0.9167,1.0,2.1004,1.0792,1.3424,0.4545,0.0376,0.4366,Other_Faults
607,611,210504,210509,18,4,5,2034,102,124,1694,True,False,100,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,1.2553,0.6021,0.699,0.2,-0.1172,0.1322,Other_Faults
62,75,424657,424662,35,13,6,4606,125,143,1362,False,True,180,0.091,0.4615,0.3846,0.0095,1.0,0.8333,0.0,1.5441,1.1139,0.699,-0.6154,0.0281,0.1706,Other_Faults
155,187,673270,673281,129,50,25,16937,123,141,1354,False,True,50,0.2289,0.6335,0.3438,0.0236,0.64,0.44,0.0,2.1106,1.5051,1.0414,-0.6563,0.0257,0.5822,Other_Faults
754,772,739337,739349,90,28,20,9057,91,111,1353,True,False,50,0.8588,0.5833,0.6667,0.0133,0.6429,0.6,0.0,1.9542,1.2553,1.0792,-0.3333,-0.2138,0.3601,Other_Faults
552,597,1211332,1211367,824,100,61,93355,100,134,1694,True,False,80,0.6517,0.4768,0.7778,0.0266,0.45,0.5738,0.0,2.9159,1.6532,1.5441,-0.2222,-0.1149,0.9998,Other_Faults
526,676,1470973,1471038,1939,192,116,239860,109,247,1692,True,False,80,0.6217,0.8011,0.4333,0.0887,0.7813,0.5603,0.0,3.2876,2.1761,1.8129,-0.5667,-0.0336,1.0,Other_Faults
741,756,614880,614919,392,19,39,40498,77,127,1360,True,False,150,0.8882,0.3299,0.3846,0.011,0.7895,1.0,1.0,2.5933,1.1761,1.5911,0.6154,-0.1929,0.8682,Other_Faults
132,148,682028,682128,836,38,101,86830,80,129,1360,True,False,150,0.1941,0.4775,0.16,0.0118,0.4211,0.9901,1.0,2.9222,1.2041,2.0,0.84,-0.1886,0.9998,Other_Faults
1288,1302,1388373,1388398,159,25,29,18514,105,128,1687,True,False,80,0.4564,0.5457,0.56,0.0083,0.56,0.8621,1.0,2.2014,1.1461,1.3979,0.44,-0.0903,0.5789,Other_Faults
214,226,238008,238020,113,12,12,11369,86,115,1687,True,False,80,0.2537,0.2153,1.0,0.0071,1.0,1.0,0.5,2.0531,1.0792,1.0792,0.0,-0.214,0.2583,Other_Faults
656,666,336137,336152,114,10,15,11618,77,122,1687,True,False,80,0.7777,0.24,0.6667,0.0059,1.0,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.2038,0.266,Other_Faults
507,517,399348,399363,116,10,15,11910,75,123,1687,True,False,80,0.6011,0.2267,0.6667,0.0059,1.0,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.1979,0.266,Other_Faults
530,538,508200,508224,169,9,24,18067,87,127,1687,True,False,80,0.6283,0.1198,0.3333,0.0047,0.8889,1.0,1.0,2.2279,0.9031,1.3802,0.6667,-0.1648,0.3241,Other_Faults
1112,1133,808169,808480,3583,130,314,349860,65,122,1687,True,False,80,0.6568,0.4514,0.0675,0.0125,0.1615,0.9905,1.0,3.5543,1.3222,2.4928,0.9325,-0.2371,1.0,Other_Faults
0,20,843312,843472,1613,104,172,144769,72,104,1687,True,False,80,0.0,0.4959,0.125,0.0119,0.1923,0.9302,1.0,3.2076,1.301,2.2041,0.875,-0.2988,1.0,Other_Faults
0,12,864919,865043,745,42,125,55239,56,94,1687,True,False,80,0.0,0.4993,0.0968,0.0071,0.2857,0.992,1.0,2.8722,1.0792,2.0934,0.9032,-0.4207,0.9996,Other_Faults
0,21,881709,881856,1949,68,162,144252,56,99,1687,True,False,80,0.0,0.3686,0.1429,0.0125,0.3088,0.9074,1.0,3.2898,1.3222,2.1673,0.8571,-0.4218,1.0,Other_Faults
649,661,911696,911833,806,61,140,87496,83,132,1687,True,False,80,0.7694,0.5097,0.0876,0.0071,0.1967,0.9786,1.0,2.9063,1.0792,2.1367,0.9124,-0.1519,0.9999,Other_Faults
0,9,950080,950188,709,39,108,68984,81,110,1687,True,False,80,0.0,0.2706,0.0833,0.0053,0.2308,1.0,1.0,2.8507,0.9542,2.0334,0.9167,-0.2399,0.9886,Other_Faults
0,14,971696,971813,949,43,118,76361,59,106,1687,True,False,80,0.0,0.4206,0.1197,0.0083,0.3256,0.9915,1.0,2.9773,1.1461,2.0682,0.8803,-0.3714,0.9999,Other_Faults
0,14,990037,990193,1183,80,162,91488,57,101,1687,True,False,80,0.0,0.4583,0.0897,0.0083,0.175,0.963,1.0,3.073,1.1461,2.1931,0.9103,-0.3958,1.0,Other_Faults
0,14,1007200,1007319,996,45,120,78978,59,106,1687,True,False,80,0.0,0.4022,0.1177,0.0083,0.3111,0.9917,1.0,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,Other_Faults
0,14,1030360,1030463,754,55,106,61497,63,106,1687,True,False,80,0.0,0.4771,0.1359,0.0083,0.2546,0.9717,1.0,2.8774,1.1461,2.0128,0.8641,-0.3628,0.9995,Other_Faults
0,14,1041924,1042036,862,37,113,69375,63,101,1687,True,False,80,0.0,0.4503,0.125,0.0083,0.3784,0.9912,1.0,2.9355,1.1461,2.0492,0.875,-0.3712,0.9998,Other_Faults
1289,1301,1132484,1132492,61,16,13,7145,105,127,1687,True,False,80,0.4576,0.3646,0.6667,0.0071,0.75,0.6154,0.0,1.7853,1.0792,0.9031,-0.3333,-0.0849,0.2018,Other_Faults
1598,1607,2932024,2932064,169,34,43,17673,85,120,1687,True,False,80,0.0948,0.5306,0.225,0.0053,0.2647,0.9302,1.0,2.2279,0.9542,1.6021,0.775,-0.183,0.5951,Other_Faults
196,209,652754,652766,54,22,22,6470,110,129,1467,True,False,100,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739,Other_Faults
702,725,1715826,1715848,333,28,27,35740,91,123,1623,True,False,100,0.8651,0.3419,0.9565,0.0142,0.8214,0.8148,0.0,2.5224,1.3617,1.3424,-0.0435,-0.1615,0.7955,Other_Faults
436,453,1120537,1120571,369,18,34,41469,52,148,1687,False,True,150,0.5169,0.3616,0.5,0.0101,0.9444,1.0,1.0,2.567,1.2305,1.5315,0.5,-0.122,0.8627,Other_Faults
844,868,71768,71798,360,52,48,45627,113,141,1687,False,True,200,0.971,0.5,0.8,0.0142,0.4615,0.625,1.0,2.5563,1.3802,1.4771,0.2,-0.0098,0.9419,Other_Faults
419,427,261033,261064,185,15,31,20399,97,124,1687,False,True,200,0.4967,0.254,0.2581,0.0047,0.5333,1.0,1.0,2.2672,0.9031,1.4914,0.7419,-0.1386,0.4106,Other_Faults
721,732,5169308,5169335,226,12,27,24102,84,133,1373,False,True,40,0.9337,0.2391,0.4074,0.008,0.9167,1.0,1.0,2.3541,1.0414,1.4314,0.5926,-0.1668,0.4913,Other_Faults
15,149,2278497,2278909,37334,908,903,3918209,19,134,1387,False,True,40,0.0216,0.3238,0.3252,0.0966,0.1476,0.4563,1.0,4.5721,2.1271,2.6149,0.6748,-0.1801,1.0,Other_Faults
1269,1290,340471,340499,230,41,42,20570,82,101,1353,False,True,70,0.0931,0.6088,0.75,0.0155,0.5122,0.6667,1.0,2.3617,1.3222,1.4472,0.25,-0.3013,0.8705,Other_Faults
1176,1208,360880,360936,1467,37,68,146487,83,124,1353,False,True,70,0.2143,0.1814,0.5714,0.0236,0.8649,0.8235,1.0,3.1664,1.5051,1.7482,0.4286,-0.2199,0.9999,Other_Faults
1152,1178,371477,371575,1283,109,118,160146,110,136,1353,False,True,70,0.2587,0.4965,0.2653,0.0192,0.2385,0.8305,1.0,3.1082,1.415,1.9912,0.7347,-0.0248,1.0,Other_Faults
1299,1305,385532,385557,107,13,26,10888,96,111,1353,False,True,70,0.071,0.2867,0.24,0.0044,0.4615,0.9615,1.0,2.0294,0.7782,1.3979,0.76,-0.205,0.266,Other_Faults
1331,1344,397980,398111,788,67,137,65200,61,96,1353,False,True,70,0.0133,0.5373,0.0992,0.0096,0.194,0.9562,1.0,2.8965,1.1139,2.1173,0.9008,-0.3536,0.9999,Other_Faults
1064,1079,406616,406673,419,40,60,44609,97,119,1353,False,True,70,0.405,0.5099,0.2632,0.0111,0.375,0.95,1.0,2.6222,1.1761,1.7559,0.7368,-0.1682,0.9755,Other_Faults
1258,1270,422864,422886,184,21,24,16987,85,103,1353,False,True,70,0.1227,0.303,0.5454,0.0089,0.5714,0.9167,1.0,2.2648,1.0792,1.3424,0.4545,-0.2787,0.4366,Other_Faults
1155,1172,430639,430674,260,34,42,27974,96,119,1353,False,True,70,0.2675,0.563,0.4857,0.0126,0.5,0.8333,1.0,2.415,1.2305,1.5441,0.5143,-0.1594,0.8756,Other_Faults
1111,1130,2527319,2527390,747,62,72,76627,85,127,1280,True,False,100,0.2344,0.4463,0.2676,0.0148,0.3065,0.9861,1.0,2.8733,1.2787,1.8513,0.7324,-0.1986,0.9991,Other_Faults
1495,1560,123779,123815,1002,97,64,99456,87,116,1633,False,True,300,0.0894,0.5718,0.5538,0.0398,0.6701,0.5625,0.0,3.0009,1.8129,1.5563,-0.4462,-0.2245,1.0,Other_Faults
1440,1450,220121,220146,138,17,25,16548,101,133,1633,False,True,250,0.2241,0.448,0.4,0.0061,0.5882,1.0,1.0,2.1399,1.0,1.3979,0.6,-0.0632,0.4138,Other_Faults
1287,1302,3204829,3204845,191,17,16,20590,67,133,1627,False,True,40,0.3995,0.2042,0.9375,0.0092,0.8824,1.0,1.0,2.281,1.1761,1.2041,0.0625,-0.1578,0.3977,Other_Faults
1117,1154,1194359,1194414,1055,69,56,110262,72,125,1687,True,False,80,0.6319,0.4816,0.6727,0.0219,0.5362,0.9821,1.0,3.0233,1.5682,1.7404,0.3273,-0.1835,1.0,Other_Faults
1376,1384,3467552,3467567,64,14,15,6761,91,116,1690,True,False,60,0.3621,0.4667,0.5333,0.0047,0.5714,1.0,1.0,1.8062,0.9031,1.1761,0.4667,-0.1747,0.2288,Other_Faults
88,106,327251,327262,109,18,11,11746,100,119,1692,True,False,70,0.104,0.4495,0.6111,0.0106,1.0,1.0,0.0,2.0374,1.2553,1.0414,-0.3889,-0.1581,0.3329,Other_Faults
844,853,407114,407124,63,10,10,6207,78,114,1690,True,False,70,0.9905,0.3,0.9,0.0053,0.9,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.2303,0.1954,Other_Faults
1333,1343,1638648,1638668,147,22,20,15513,91,127,1690,True,False,70,0.4107,0.265,0.5,0.0059,0.4545,1.0,1.0,2.1673,1.0,1.301,0.5,-0.1755,0.3359,Other_Faults
1110,1118,2817680,2817695,77,11,15,8602,98,125,1692,True,False,70,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,Other_Faults
787,798,2887288,2887307,137,21,19,15397,95,131,1690,True,False,70,0.9314,0.3445,0.5789,0.0065,0.5238,1.0,1.0,2.1367,1.0414,1.2787,0.4211,-0.122,0.3494,Other_Faults
974,985,3149617,3149629,101,15,12,10160,66,133,1692,True,False,70,0.8357,0.2349,0.9167,0.0065,0.7333,1.0,1.0,2.0043,1.0414,1.0792,0.0833,-0.2141,0.2432,Other_Faults
1420,1595,23288,23316,2782,179,42,334869,66,159,1688,True,False,70,0.1102,0.4322,0.16,0.1037,0.9776,0.6667,0.0,3.4444,2.243,1.4472,-0.84,-0.0596,1.0,Other_Faults
451,480,683320,683341,293,50,29,41492,133,151,1364,True,False,70,0.6613,0.5189,0.7241,0.0213,0.58,0.7241,0.0,2.4669,1.4624,1.3222,-0.2759,0.1063,0.8854,Other_Faults
534,545,756916,756929,78,20,13,10621,129,148,1364,True,False,70,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257,Other_Faults
515,537,833989,833995,74,26,10,10476,129,151,1364,True,False,70,0.7551,0.4394,0.2727,0.0161,0.8461,0.6,0.0,1.8692,1.3424,0.7782,-0.7273,0.106,0.2432,Other_Faults
354,467,903537,903631,6019,211,119,541426,16,125,1364,True,False,70,0.5191,0.4333,0.8319,0.0828,0.5355,0.7899,0.0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1.0,Other_Faults
43,55,1230580,1230589,83,14,10,9452,101,127,1650,True,False,70,0.0521,0.2315,0.75,0.0073,0.8571,0.9,0.0,1.9191,1.0792,0.9542,-0.25,-0.1103,0.215,Other_Faults
877,888,1252347,1252357,72,13,10,8537,97,133,1650,True,False,70,0.9236,0.3455,0.9091,0.0067,0.8461,1.0,0.0,1.8573,1.0414,1.0,-0.0909,-0.0737,0.2173,Other_Faults
474,486,1352048,1352060,73,14,12,7241,86,118,1652,True,False,70,0.5738,0.4931,1.0,0.0073,0.8571,1.0,0.5,1.8633,1.0792,1.0792,0.0,-0.2251,0.2583,Other_Faults
1101,1116,1378026,1378057,278,32,33,23817,68,103,1654,True,False,70,0.6505,0.4022,0.4839,0.0091,0.4688,0.9394,1.0,2.444,1.1761,1.4914,0.5161,-0.3307,0.7474,Other_Faults
1563,1587,1398598,1398603,80,25,11,8595,97,117,1652,True,False,70,0.0787,0.3333,0.2083,0.0145,0.96,0.4545,0.0,1.9031,1.3802,0.699,-0.7917,-0.1606,0.2288,Other_Faults
300,312,1430061,1430075,83,15,14,9956,101,134,1652,True,False,70,0.3632,0.5059,0.8571,0.0073,0.8,1.0,1.0,1.9191,1.0792,1.1461,0.1429,-0.0629,0.2901,Other_Faults
102,119,1446788,1446835,409,65,53,47513,103,132,1654,True,False,70,0.1233,0.4881,0.3617,0.0103,0.2615,0.8868,1.0,2.6117,1.2305,1.6721,0.6383,-0.0924,0.9648,Other_Faults
138,151,1733458,1733471,102,15,13,10855,95,118,1650,True,False,70,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,Other_Faults
588,596,1751958,1751967,55,10,9,6243,96,127,1650,True,False,70,0.7127,0.2361,0.8889,0.0049,0.8,1.0,1.0,1.7404,0.9031,0.9542,0.1111,-0.1132,0.1773,Other_Faults
469,492,3881283,3881300,155,28,17,17114,92,129,1650,True,False,70,0.5685,0.6036,0.7391,0.0139,0.8214,1.0,0.0,2.1903,1.3617,1.2305,-0.2609,-0.1374,0.6438,Other_Faults
1300,1308,3976070,3976080,57,11,10,6396,97,126,1650,True,False,70,0.4146,0.2875,0.8,0.0049,0.7273,1.0,1.0,1.7559,0.9031,1.0,0.2,-0.1234,0.1852,Other_Faults
823,830,176554,176567,74,12,13,6557,76,102,1652,True,False,100,0.9952,0.1868,0.5385,0.0042,0.5833,1.0,1.0,1.8692,0.8451,1.1139,0.4615,-0.3077,0.1965,Other_Faults
1317,1327,222011,222032,145,16,21,13334,67,118,1650,True,False,100,0.3915,0.3095,0.4762,0.0061,0.625,1.0,1.0,2.1614,1.0,1.3222,0.5238,-0.2816,0.3509,Other_Faults
1067,1077,450677,450688,82,14,11,8485,90,116,1712,True,False,100,0.7418,0.2546,0.9091,0.0058,0.7143,1.0,1.0,1.9138,1.0,1.0414,0.0909,-0.1916,0.2173,Other_Faults
1386,1401,1299250,1299257,53,20,12,6554,113,141,1710,True,False,100,0.3614,0.4952,0.4667,0.0088,0.75,0.5833,0.0,1.7243,1.1761,0.8451,-0.5333,-0.0339,0.2116,Other_Faults
1162,1174,1895154,1895167,71,21,15,9944,131,151,1364,True,False,120,0.2786,0.5449,0.9231,0.0088,0.5714,0.8667,1.0,1.8513,1.0792,1.1139,0.0769,0.0942,0.2739,Other_Faults
971,980,659476,659488,78,13,12,8448,89,129,1652,True,False,80,0.8136,0.2778,0.75,0.0055,0.6923,1.0,1.0,1.8921,0.9542,1.0792,0.25,-0.1539,0.215,Other_Faults
1568,1578,698409,698420,89,12,11,8193,78,103,1652,True,False,80,0.0896,0.1909,0.9091,0.006,0.8333,1.0,1.0,1.9494,1.0,1.0414,0.0909,-0.2808,0.2173,Other_Faults
762,774,1519328,1519344,149,16,16,16217,95,125,1656,True,False,80,0.9203,0.224,0.75,0.0072,0.75,1.0,1.0,2.1732,1.0792,1.2041,0.25,-0.1497,0.3241,Other_Faults
21,74,5367324,5367377,784,66,54,82565,67,133,1648,True,False,80,0.0255,0.7209,1.0,0.0322,0.803,0.9815,0.5,2.8943,1.7243,1.7243,0.0,-0.1772,1.0,Other_Faults
1163,1171,2016193,2016200,52,8,7,6293,104,142,1620,True,False,70,0.5543,0.0714,0.875,0.0049,1.0,1.0,0.0,1.716,0.9031,0.8451,-0.125,-0.0545,0.1622,Other_Faults
331,347,2077064,2077074,88,17,11,10515,111,132,1692,True,False,70,0.3913,0.45,0.625,0.0095,0.9412,0.9091,0.0,1.9445,1.2041,1.0,-0.375,-0.0665,0.2792,Other_Faults
462,472,10369596,10369620,150,17,24,17768,105,132,1360,False,True,40,0.6794,0.375,0.4167,0.0074,0.5882,1.0,1.0,2.1761,1.0,1.3802,0.5833,-0.0746,0.3977,Other_Faults
788,800,10409376,10409388,110,13,12,12304,100,124,1360,False,True,40,0.8235,0.2361,1.0,0.0088,0.9231,1.0,0.5,2.0414,1.0792,1.0792,0.0,-0.1261,0.2583,Other_Faults
472,478,10440356,10440367,42,10,12,4998,112,125,1360,False,True,40,0.6941,0.3636,0.5454,0.0044,0.6,0.9167,1.0,1.6233,0.7782,1.0414,0.4545,-0.0703,0.1715,Other_Faults
853,861,10555505,10555515,66,8,10,7605,97,134,1360,False,True,40,0.7338,0.175,0.8,0.0059,1.0,1.0,1.0,1.8195,0.9031,1.0,0.2,-0.0998,0.1852,Other_Faults
860,866,10624922,10624934,49,9,13,5907,115,132,1360,False,True,40,0.7265,0.3194,0.5,0.0044,0.6667,0.9231,1.0,1.6902,0.7782,1.0792,0.5,-0.0582,0.1773,Other_Faults
727,739,587412,587452,289,35,40,30229,75,124,1374,False,True,40,0.9243,0.3979,0.3,0.0087,0.3429,1.0,1.0,2.4609,1.0792,1.6021,0.7,-0.1828,0.7659,Other_Faults
513,534,620622,620684,657,53,62,73236,71,132,1374,False,True,40,0.7467,0.4954,0.3387,0.0153,0.3962,1.0,1.0,2.8176,1.3222,1.7924,0.6613,-0.1291,0.9987,Other_Faults
995,1002,66318,66328,45,8,10,4552,93,118,1358,False,True,130,0.5243,0.3571,0.7,0.0052,0.875,1.0,1.0,1.6532,0.8451,1.0,0.3,-0.2097,0.1753,Other_Faults
419,424,91039,91046,25,7,7,2576,99,110,1360,False,True,130,0.6162,0.2857,0.7143,0.0037,0.7143,1.0,1.0,1.3979,0.699,0.8451,0.2857,-0.195,0.1441,Other_Faults
408,416,945792,945807,81,11,15,9462,107,125,1360,False,True,130,0.6,0.325,0.5333,0.0059,0.7273,1.0,1.0,1.9085,0.9031,1.1761,0.4667,-0.0874,0.2288,Other_Faults
329,336,1319063,1319076,68,11,13,7451,97,124,1360,False,True,130,0.4838,0.2528,0.5385,0.0052,0.6364,1.0,1.0,1.8325,0.8451,1.1139,0.4615,-0.144,0.1965,Other_Faults
453,471,1395724,1395753,366,34,29,37407,80,132,1360,False,True,130,0.6662,0.2988,0.6207,0.0132,0.5294,1.0,1.0,2.5635,1.2553,1.4624,0.3793,-0.2015,0.8123,Other_Faults
1223,1235,456228,456249,193,19,21,19028,66,125,1360,False,True,40,0.1838,0.2341,0.5714,0.0088,0.6316,1.0,1.0,2.2856,1.0792,1.3222,0.4286,-0.2298,0.417,Other_Faults
438,455,627768,627803,415,29,37,45783,82,127,1360,False,True,40,0.6441,0.3025,0.4857,0.0125,0.5862,0.9459,1.0,2.6181,1.2305,1.5441,0.5143,-0.1381,0.8756,Other_Faults
1075,1084,385913,385922,54,12,10,6634,114,133,1366,False,True,185,0.4129,0.3333,1.0,0.0066,0.75,0.9,0.5,1.7324,0.9542,0.9542,0.0,-0.0402,0.1862,Other_Faults
1073,1078,372724,372744,73,15,20,8836,110,134,1356,False,True,175,0.41,0.27,0.25,0.0037,0.3333,1.0,1.0,1.8633,0.699,1.301,0.75,-0.0544,0.2061,Other_Faults
296,310,1731318,1731347,224,34,30,26255,108,127,1690,False,True,70,0.3503,0.4483,0.4828,0.0083,0.4118,0.9667,1.0,2.3503,1.1461,1.4624,0.5172,-0.0843,0.6663,Other_Faults
890,944,2008592,2008620,345,86,56,45673,123,143,1694,False,True,70,0.8855,0.7718,0.5185,0.0319,0.6279,0.5,0.0,2.5378,1.7324,1.4472,-0.4815,0.0343,0.9997,Other_Faults
893,907,3264755,3264786,263,31,31,28320,86,126,1690,False,True,70,0.9266,0.394,0.4516,0.0083,0.4516,1.0,1.0,2.42,1.1461,1.4914,0.5484,-0.1587,0.7065,Other_Faults
899,907,3283148,3283163,68,12,15,7836,107,127,1692,False,True,70,0.9279,0.4333,0.5333,0.0047,0.6667,1.0,1.0,1.8325,0.9031,1.1761,0.4667,-0.0997,0.2288,Other_Faults
1333,1347,1436808,1436820,121,17,12,11890,67,125,1356,False,True,40,0.0133,0.2798,0.8571,0.0103,0.8235,1.0,0.0,2.0828,1.1461,1.0792,-0.1429,-0.2323,0.2901,Other_Faults
340,352,573781,573792,103,14,11,11535,85,133,1694,True,False,80,0.4014,0.2197,0.9167,0.0071,0.8571,1.0,0.0,2.0128,1.0792,1.0414,-0.0833,-0.1251,0.2432,Other_Faults
899,906,844907,844932,139,14,25,16593,108,133,1356,False,True,40,0.6637,0.2057,0.28,0.0052,0.5,1.0,1.0,2.143,0.8451,1.3979,0.72,-0.0674,0.2998,Other_Faults
633,641,341132,341158,139,13,26,10685,61,94,1362,True,False,200,0.9295,0.3317,0.3077,0.0059,0.6154,1.0,1.0,2.143,0.9031,1.415,0.6923,-0.3995,0.3479,Other_Faults
1277,1290,396403,396420,161,17,17,11803,41,95,1364,True,False,200,0.1085,0.2715,0.7647,0.0095,0.7647,1.0,1.0,2.2068,1.1139,1.2305,0.2353,-0.4273,0.3678,Other_Faults
1013,1032,3552722,3552733,168,19,11,15757,61,124,1360,True,False,200,0.4823,0.1962,0.5789,0.014,1.0,1.0,0.0,2.2253,1.2787,1.0414,-0.4211,-0.2673,0.3494,Other_Faults
1043,1106,4163671,4163699,980,80,46,92750,24,133,1356,True,False,200,0.3687,0.4444,0.4444,0.0465,0.7875,0.6087,0.0,2.9912,1.7993,1.4472,-0.5556,-0.2606,0.9999,Other_Faults
589,601,4201928,4201948,150,19,20,15635,81,126,1356,True,False,200,0.8687,0.375,0.6,0.0088,0.6316,1.0,1.0,2.1761,1.0792,1.301,0.4,-0.1857,0.3977,Other_Faults
772,1006,4313950,4314267,19818,905,583,1966409,46,135,1358,True,False,200,0.5184,0.7328,0.7382,0.1723,0.2586,0.5437,1.0,4.2971,2.3692,2.5011,0.2618,-0.2248,1.0,Other_Faults
630,649,5015327,5015357,249,32,31,17250,49,87,1356,True,False,200,0.9292,0.5632,0.6333,0.014,0.5938,0.9677,1.0,2.3962,1.2787,1.4771,0.3667,-0.4588,0.8563,Other_Faults
483,512,5060301,5060316,206,41,21,25181,104,143,1632,True,False,200,0.5919,0.5264,0.5172,0.0178,0.7073,0.7143,0.0,2.3139,1.4624,1.1761,-0.4828,-0.045,0.7079,Other_Faults
705,727,5071808,5071831,282,38,27,30746,77,126,1356,True,False,200,0.9277,0.4427,0.9565,0.0162,0.5789,0.8518,1.0,2.4502,1.3424,1.3617,0.0435,-0.1482,0.7955,Other_Faults
317,337,5082496,5082524,206,27,28,22484,95,127,1614,True,False,200,0.3928,0.6321,0.7143,0.0124,0.7407,1.0,1.0,2.3139,1.301,1.4472,0.2857,-0.1473,0.8479,Other_Faults
847,852,1689271,1689336,250,16,65,28818,106,125,1353,False,True,70,0.7406,0.2308,0.0769,0.0037,0.3125,1.0,1.0,2.3979,0.699,1.8129,0.9231,-0.0994,0.5378,Other_Faults
23,32,1748216,1748249,170,28,33,16182,84,109,1333,False,True,40,0.0345,0.4276,0.2727,0.0068,0.3214,1.0,1.0,2.2304,0.9542,1.5185,0.7273,-0.2563,0.4913,Other_Faults
413,426,2727673,2727684,71,13,11,7264,84,118,1623,True,False,100,0.5089,0.5035,0.8461,0.008,1.0,1.0,0.0,1.8513,1.1139,1.0414,-0.1539,-0.2007,0.257,Other_Faults
484,555,1466087,1466141,1241,183,102,22191,0,37,1650,True,False,69,0.5867,0.6763,0.7606,0.043,0.388,0.5294,0.0,3.0938,1.8513,1.7324,-0.2394,-0.8603,1.0,Other_Faults
233,259,1482749,1482753,60,26,4,7043,111,127,1654,True,False,69,0.2817,0.4231,0.1539,0.0157,1.0,1.0,0.0,1.7781,1.415,0.6021,-0.8461,-0.0829,0.2105,Other_Faults
99,110,1552116,1552126,65,15,11,7193,102,124,1648,True,False,69,0.1201,0.4091,0.9091,0.0067,0.7333,0.9091,0.0,1.8129,1.0414,1.0,-0.0909,-0.1355,0.2173,Other_Faults
535,578,149538,149552,265,74,46,32153,114,134,1692,False,True,70,0.6324,0.5598,0.3256,0.0254,0.5811,0.3043,0.0,2.4232,1.6335,1.1461,-0.6744,-0.0521,0.8806,Other_Faults
